id,label
192,old
241,old
294,old
328,young
338,old
395,old
397,none
415,old
428,young
459,old
474,young
488,old
536,young
544,old
564,old
589,young
623,old
692,young
693,young
764,young
785,old
831,young
872,old
885,old
962,old
969,none
999,old
1000,young
1089,old
1146,old
1149,old
1164,young
1180,old
1268,young
1292,young
1296,young
1369,old
1404,young
1436,old
1591,old
1592,young
1667,young
1668,old
1700,young
1757,old
1841,old
1948,old
1955,young
1960,old
1987,old
2142,old
2153,old
2225,young
2235,old
2239,young
2261,old
2477,old
2525,young
2562,old
3103,old
3109,old
3156,old
3310,old
3326,old
3382,old
3488,young
3580,old
3590,old
3716,old
3761,old
3786,old
3837,young
3934,young
3938,old
3964,old
4011,old
4021,old
4066,old
4092,old
4134,old
4187,old
4211,old
4227,young
4243,young
4246,young
4266,old
4275,young
4312,old
4359,old
4386,old
4395,old
4438,old
4498,young
4509,old
4554,old
4592,old
4688,old
4700,young
4731,young
4736,old
4742,young
4765,old
4916,young
4972,old
4980,young
5001,young
5038,old
5060,old
5064,old
5105,old
5124,young
5205,old
5245,old
5247,old
5325,old
5385,old
5513,young
5529,old
5535,old
5644,young
5670,old
5673,old
5713,young
5728,old
5802,young
5879,old
5961,old
6033,young
6189,old
6393,none
6471,old
6579,young
6593,old
6658,old
6662,young
6712,young
6719,old
6748,old
6763,old
6847,old
6894,old
6896,old
6906,old
6921,old
6954,young
7050,old
7088,young
7125,old
7149,old
7207,old
7274,old
7278,old
7298,young
7304,young
7325,old
7333,young
7511,old
7519,old
7593,young
7789,old
7816,old
7873,old
7938,old
7977,old
8065,old
8191,old
8211,old
8443,old
8483,old
8495,old
8532,old
8589,young
8594,old
8647,old
8690,young
8771,old
8787,none
8803,old
8832,young
8844,old
8923,young
9003,young
9007,old
9105,old
9270,young
9378,old
9448,young
9450,young
9483,old
9590,old
9628,old
9647,old
9800,old
9801,old
9813,old
9891,old
9927,old
10012,old
10014,old
10023,young
10040,old
10104,old
10123,young
10138,old
10142,old
10149,old
10192,young
10205,old
10249,old
10386,old
10393,old
10442,old
10463,young
10534,old
10591,old
10644,old
10693,old
10698,old
10705,old
10707,old
10764,old
10766,young
10779,young
10785,young
10825,young
10837,old
10920,none
10966,old
11034,old
11115,old
11149,none
11291,old
11300,young
11316,young
11340,old
11449,old
11538,old
11567,old
11625,old
11655,old
11699,young
12020,old
12047,old
12081,old
12085,old
12115,old
12147,old
12153,young
12192,young
12209,old
12238,old
12269,young
12370,old
12448,young
12576,old
12639,young
12700,old
12741,young
12809,old
12817,old
12827,old
12881,old
12897,old
12927,young
12938,old
12946,old
12947,old
12979,old
12991,old
13081,old
13132,old
13148,old
13175,young
13177,old
13201,old
13220,young
13291,old
13379,old
13465,old
13473,old
13525,old
13546,young
13550,old
13637,old
13639,old
13659,old
13783,old
13904,old
13943,old
13985,old
14004,old
14029,old
14041,young
14088,old
14135,old
14167,young
14175,old
14226,old
14248,old
14257,old
14392,old
14428,young
14547,old
14549,old
14562,old
14591,old
14600,old
14629,old
14635,old
14756,old
14874,old
14892,young
14941,old
14961,old
14975,old
15017,old
15029,old
15032,young
15055,old
15067,old
15140,old
15303,young
15345,young
15469,old
15559,old
15581,old
15597,old
15600,young
15663,old
15687,old
15725,old
15738,old
15818,old
15846,old
15883,old
15908,young
15956,old
15968,old
15994,old
16005,young
16064,old
16076,old
16237,old
16238,old
16249,old
16257,young
16285,old
16308,old
16327,old
16356,young
16382,old
16491,old
16497,young
16521,young
16590,old
16593,old
16598,old
16775,old
16875,old
16879,old
16897,old
16905,old
16959,young
16961,old
17003,old
17073,old
17095,old
17244,old
17267,old
17273,old
17311,old
17449,old
17482,old
17534,old
17776,old
17869,old
17899,old
17905,old
17927,old
18111,old
18150,young
18158,old
18224,old
18336,young
18358,old
18412,young
18444,old
18462,old
18480,old
18491,young
18519,old
18563,young
18654,old
18666,old
18687,old
18688,old
18699,old
18770,old
18783,old
18794,old
18824,old
18837,old
18928,young
18957,young
18982,old
19032,young
19036,old
19132,young
19157,old
19275,young
19292,old
19313,old
19322,old
19324,old
19432,old
19441,old
19444,young
19446,young
19456,old
19491,young
19592,old
19667,young
19712,old
19716,old
19786,old
19904,old
19924,old
19957,young
20069,young
20070,old
20161,old
20175,old
20178,old
20179,old
20254,old
20276,young
20305,young
20333,young
20342,old
20410,old
20459,old
20598,young
20641,old
20671,old
20781,young
20788,old
20925,old
20935,old
20965,old
20992,old
21029,old
21310,young
21378,old
21394,old
21470,old
21551,old
21604,old
21641,young
21746,young
21764,old
21779,young
21839,old
21879,young
21889,old
21900,old
21903,old
21924,old
22004,old
22085,old
22103,old
22199,old
22304,old
22341,old
22371,old
22403,young
22423,old
22479,old
22646,old
22656,young
22671,old
22680,young
22705,old
22793,old
22801,young
22816,young
22850,old
22935,old
23034,old
23084,young
23117,old
23121,old
23126,old
23247,none
23359,old
23446,old
23579,old
23584,old
23587,young
23671,old
23709,old
23802,old
23879,old
23895,old
23991,old
24243,old
24247,old
24391,old
24567,old
24601,old
24609,old
24755,old
24776,young
24869,old
24931,old
24958,old
25005,old
25057,old
25069,old
25096,old
25144,old
25158,young
25228,young
25244,old
25282,old
25293,old
25358,young
25393,old
25394,old
25424,old
25508,old
25560,none
25603,young
25609,old
25654,young
25758,old
25804,young
25860,old
25864,young
25896,old
25984,young
25990,young
25997,young
26024,old
26026,old
26051,old
26209,old
26374,old
26378,old
26413,old
26507,old
26512,old
26560,old
26573,old
26617,old
26624,old
26690,old
26697,old
26802,old
26817,old
26907,young
26967,old
26992,old
27186,young
27221,old
27371,old
27441,none
27476,old
27478,old
27519,old
27528,old
27564,young
27565,young
27570,young
27642,old
27731,old
27789,old
27805,young
27871,old
27969,old
27972,old
28194,old
28456,old
28535,old
28671,old
28688,young
28692,young
28702,old
28719,young
28881,old
28998,young
29030,young
29045,old
29059,young
29080,old
29136,old
29151,old
29358,old
29431,old
29444,old
29521,old
29524,young
29558,young
29573,old
29587,old
29656,none
29719,young
29727,young
29776,old
29833,old
29934,young
30034,old
30066,young
30067,old
30198,old
30290,old
30347,old
30403,old
30548,old
30549,old
30706,old
30707,old
30851,young
30958,old
30992,old
31041,old
31061,old
31092,old
31093,old
31106,old
31113,young
31121,old
31164,old
31235,old
31296,old
31368,old
31390,young
31442,old
31471,young
31521,young
31620,old
31699,young
31717,old
31817,old
31825,old
31882,old
31981,old
31983,old
32056,old
32081,old
32124,old
32151,old
32258,old
32300,young
32362,old
32364,old
32400,old
32464,old
32510,old
32524,old
32538,old
32577,old
32609,young
32645,young
32708,old
32712,old
32760,old
32777,old
32812,old
32861,old
32887,old
32901,old
32932,old
32947,old
32965,young
33006,old
33055,old
33116,old
33158,old
33221,old
33368,old
33405,old
33441,young
33576,old
33638,old
33645,young
33672,young
33731,old
33759,young
33815,old
33871,old
33882,young
34015,old
34056,old
34214,old
34222,old
34234,old
34372,young
34471,old
34500,old
34597,old
34617,old
34657,old
34691,old
34754,old
34786,old
34866,old
34874,old
34900,old
34930,old
34993,old
35049,young
35160,old
35176,old
35206,old
35279,old
35313,old
35504,old
35525,old
35567,young
35672,young
35682,old
35705,old
35738,young
35795,old
35825,old
35827,old
35966,old
36049,old
36051,old
36149,old
36252,old
36311,old
36333,old
36361,old
36420,young
36450,old
36487,old
36539,old
36561,old
36598,old
36607,none
36773,old
36810,old
36911,old
37003,old
37158,old
37209,old
37325,young
37354,old
37513,young
37615,old
37616,old
37655,old
37671,young
37688,none
37728,young
37734,old
37846,old
37865,young
37875,young
37882,old
37945,young
37988,old
38155,old
38210,old
38572,old
38586,old
38601,young
38666,young
38678,old
38693,young
38710,young
38721,old
38726,old
38753,young
38828,old
38829,young
38892,young
39072,old
39106,old
39115,young
39152,young
39202,old
39211,old
39267,old
39322,old
39357,old
39368,old
39480,old
39504,old
39512,old
39551,old
39606,young
39630,old
39656,old
39718,old
39731,young
39844,old
39858,young
39866,young
39951,young
39961,old
40083,old
40275,old
40341,old
40361,old
40515,young
40602,old
40635,old
40705,old
40729,old
40757,young
40813,old
40821,old
40886,old
40924,old
40948,old
41011,old
41020,old
41110,young
41212,old
41572,old
41574,young
41638,young
41875,young
41899,young
41990,old
42091,old
42102,old
42190,young
42201,young
42204,none
42225,none
42260,young
42288,old
42375,young
42399,old
42413,young
42482,young
42492,old
42620,old
42685,young
42697,young
42737,young
42743,old
42752,old
42757,young
42790,old
42834,old
42944,young
42953,old
43098,old
43133,old
43243,none
43286,young
43305,young
43324,young
43344,old
43605,young
43611,old
43625,old
43635,old
43670,old
43693,young
43753,old
43816,old
43882,none
43957,old
44029,old
44054,old
44065,old
44081,old
44136,old
44165,old
44171,old
44195,old
44244,young
44279,old
44312,young
44476,young
44508,old
44536,old
44579,old
44612,old
44621,old
44627,young
44677,none
44743,young
44795,old
44802,old
44839,young
44877,young
44952,old
45053,old
45094,old
45099,none
45136,old
45175,young
45367,old
45388,young
45392,young
45516,young
45550,old
45626,young
45627,young
45685,old
45835,old
45844,young
45920,old
45976,old
46048,young
46155,old
46173,old
46252,old
46269,old
46329,young
46331,old
46433,young
46440,old
46497,young
46616,old
46743,old
46859,none
46872,old
46975,young
47008,old
47181,old
47191,old
47361,old
47394,old
47419,old
47425,none
47498,old
47511,old
47516,old
47524,old
47566,old
47570,young
47624,young
47627,old
47651,none
47686,old
47687,old
47732,young
47739,old
47740,none
47801,old
47819,old
47837,old
47886,old
48044,old
48104,old
48129,old
48169,old
48281,old
48320,young
48332,old
48564,young
48575,young
48668,old
48674,old
48684,young
48728,old
48743,old
48791,old
48917,young
49048,young
49068,none
49096,none
49151,old
49194,young
49371,old
49444,old
49450,young
49648,young
49660,old
49683,none
49688,young
49759,young
49881,old
49893,old
49942,old
50025,young
50054,old
50145,old
50159,old
50324,young
50326,old
50380,none
50407,young
50434,old
50514,none
50627,old
50672,young
50713,old
50746,young
50767,old
50782,old
50811,old
50882,old
50942,none
51054,old
51157,old
51181,old
51223,old
51314,young
51324,old
51335,young
51437,young
51461,none
51549,old
51605,old
51712,old
51773,old
51920,old
52016,old
52066,old
52087,young
52238,none
52267,young
52312,old
52314,young
52376,young
52425,young
52591,young
52596,young
52624,old
52638,young
52661,none
52700,none
52703,young
52803,young
52936,young
52966,old
52982,none
52996,none
53015,young
53058,old
53123,young
53183,young
53267,old
53315,young
53328,old
53404,old
53410,old
53420,none
53431,old
53484,none
53550,young
53580,young
53626,old
53635,young
53642,old
53668,young
53677,old
53754,young
53774,young
53800,young
53802,old
53949,old
53990,young
54007,young
54010,old
54091,old
54164,young
54277,old
54301,old
54329,young
54337,old
54516,old
54527,young
54593,young
54605,none
54654,old
54679,young
54683,young
54712,young
54761,young
54763,young
54766,none
54796,young
54899,young
54931,young
55017,none
55059,young
55074,old
55126,old
55150,young
55155,young
55223,young
55244,old
55295,none
55375,old
55528,old
55594,young
55810,old
55857,old
55950,old
55981,young
56002,old
56091,old
56205,old
56350,none
56400,old
56405,young
56433,young
56437,old
56455,old
56504,old
56592,young
56651,old
56669,old
56701,old
56724,old
56739,old
56872,old
56874,old
56983,none
57086,old
57150,young
57283,young
57286,young
57306,young
57542,old
57545,old
57550,young
57593,old
57827,none
57878,young
58006,old
58043,young
58070,young
58137,young
58141,old
58335,young
58350,young
58364,old
58425,old
58520,young
58539,old
58614,young
58647,young
58690,young
58778,young
58869,old
58949,young
59015,old
59022,none
59201,old
59202,young
59207,old
59455,old
59547,old
59567,old
59598,none
59744,old
59952,old
60010,old
60052,none
60080,young
60102,old
60132,none
60347,old
60431,young
60448,old
60456,old
60548,old
60569,old
60596,old
60623,young
60647,none
60700,young
60823,old
60932,old
60951,young
60989,young
60992,young
61101,none
61233,old
61315,young
61414,old
61494,old
61503,old
61566,old
61603,old
61605,none
61684,old
61693,old
61722,young
61747,old
61773,old
61805,old
61862,young
61899,none
61967,old
61983,young
61997,old
62023,old
62060,young
62089,young
62109,none
62167,old
62198,young
62251,old
62297,young
62355,old
62399,old
62549,old
62623,old
62657,young
62687,none
62692,young
62703,young
62706,old
62808,old
62858,old
62877,young
62878,old
63040,young
63047,old
63104,young
63114,old
63231,old
63240,old
63397,old
63434,old
63488,young
63521,young
63525,old
63549,old
63565,young
63595,old
63617,young
63791,old
63804,young
63922,young
63934,old
63939,old
64015,young
64088,old
64121,old
64146,old
64183,old
64189,young
64196,old
64334,old
64342,old
64399,young
64439,old
64462,old
64474,old
64531,none
64718,old
64760,young
64842,young
64868,old
64909,old
64974,young
65057,old
65182,young
65227,old
65244,young
65271,old
65383,old
65394,old
65415,old
65530,old
65736,old
65773,old
65860,none
65883,young
65948,none
65982,old
66072,old
66172,old
66190,young
66231,old
66336,young
66412,old
66502,young
66650,old
66675,old
66717,old
66821,old
66886,young
67042,old
67078,old
67131,none
67156,old
67180,old
67207,old
67208,old
67310,young
67412,old
67422,old
67427,young
67532,young
67537,old
67590,old
67660,old
67785,young
67881,young
67953,old
67969,old
67975,old
68025,young
68080,old
68093,old
68120,old
68205,young
68219,old
68257,old
68387,old
68408,young
68409,young
68546,old
68628,old
68646,young
68650,old
68743,young
68864,young
68950,old
68974,old
69194,young
69196,old
69213,old
69328,young
69411,young
69568,old
69646,old
69668,old
69757,old
69805,old
69827,old
69914,old
69969,none
70020,old
70134,old
70240,old
70332,old
70426,young
70478,old
70480,old
70528,old
70675,old
70739,old
70761,old
70865,old
70935,old
70945,none
70987,old
71004,old
71021,young
71072,old
71095,old
71302,young
71306,old
71360,young
71361,young
71495,young
71573,young
71699,young
71738,old
71752,young
71815,old
71826,old
71877,young
71920,none
71938,young
72000,young
72075,young
72096,old
72105,old
72155,young
72238,old
72255,old
72281,old
72315,old
72338,none
72368,young
72376,old
72514,none
72582,old
72656,young
72657,old
72737,none
72764,old
72770,old
72797,old
72829,young
72833,young
72839,none
72944,young
73009,old
73093,young
73153,none
73182,old
73199,old
73209,old
73278,old
73429,young
73470,young
73491,old
73503,old
73533,young
73536,none
73560,young
73622,young
73668,young
73702,old
73749,old
73753,young
73773,old
73832,old
73946,old
74030,young
74067,old
74092,old
74124,old
74135,old
74166,old
74181,old
74256,old
74369,young
74446,old
74478,old
74603,none
74617,young
74638,none
74656,old
74704,old
74832,old
74951,young
75001,young
75006,old
75023,young
75032,old
75033,old
75055,old
75179,young
75187,young
75327,old
75372,young
75494,young
75527,old
75552,old
75595,old
75612,old
75646,old
75655,young
75696,old
75713,old
75768,old
75884,young
76029,young
76034,young
76161,old
76170,young
76176,old
76431,old
76468,old
76521,old
76547,old
76572,old
76593,old
76619,none
76632,young
76721,none
76738,old
76942,young
76956,young
76994,old
77394,young
77400,young
77615,old
77754,young
77784,young
77891,none
77954,young
77997,none
78061,old
78093,old
78170,old
78288,old
78381,old
78404,old
78478,none
78490,old
78627,old
78638,young
78701,old
78703,old
78707,old
78838,old
78858,old
78871,old
78915,none
79014,none
79070,young
79084,old
79113,old
79189,none
79213,old
79261,old
79380,old
79396,young
79495,young
79544,old
79619,young
79754,old
79860,old
80010,old
80013,old
80022,old
80145,old
80153,old
80163,young
80172,young
80185,old
80260,old
80273,old
80306,old
80316,old
80337,old
80429,old
80470,old
80613,young
80651,old
80698,old
80714,old
80733,old
80747,young
80834,old
80865,old
80895,old
81004,old
81035,young
81079,old
81100,young
81103,old
81248,old
81274,young
81303,old
81361,young
81594,old
81616,old
81691,young
81812,old
81827,young
81860,old
81988,young
82052,old
82150,young
82157,old
82462,none
82518,old
82551,old
82731,none
82847,young
82940,young
82986,old
83036,old
83065,old
83110,old
83257,old
83277,young
83408,young
83466,old
83510,young
83761,young
83768,old
83836,old
83850,none
83925,young
84000,young
84004,young
84031,old
84097,old
84241,old
84258,young
84460,young
84463,old
84492,young
84521,old
84530,young
84533,old
84694,old
84735,old
84762,old
84767,young
84866,young
85007,young
85029,old
85157,young
85160,young
85183,old
85192,young
85247,old
85298,young
85329,young
85340,old
85390,old
85434,old
85527,old
85747,young
85772,young
85795,young
85826,young
85852,young
85881,old
85944,old
86001,old
86011,old
86036,young
86249,young
86250,young
86317,old
86432,young
86448,young
86471,old
86625,old
86738,old
86800,young
86843,young
86848,old
86878,old
86913,old
86988,old
87052,old
87070,old
87199,old
87328,young
87393,old
87476,young
87479,young
87489,old
87681,young
87864,old
87885,young
87920,old
87998,none
88072,old
88092,old
88168,young
88183,young
88286,old
88335,young
88345,old
88360,old
88412,old
88433,old
88436,old
88455,young
88485,young
88640,old
88695,young
88815,young
88848,old
88854,old
88899,young
88913,old
88970,old
89027,young
89078,old
89099,old
89150,old
89174,old
89228,young
89281,old
89285,young
89296,old
89355,young
89362,old
89367,young
89378,old
89432,old
89487,old
89557,old
89648,old
89790,old
89814,old
89839,old
89898,young
90052,young
90255,old
90284,old
90306,old
90351,old
90374,old
90519,young
90572,young
90592,old
90594,young
90646,young
90659,none
90732,young
90754,old
90778,old
90787,old
90804,old
90884,old
90891,old
91045,old
91052,young
91105,young
91263,old
91318,young
91326,young
91336,young
91349,old
91353,old
91402,old
91406,old
91416,old
91469,old
91500,old
91612,old
91636,old
91643,old
91751,old
91756,old
91833,old
91839,old
91849,young
91949,old
91994,old
92020,old
92028,old
92091,young
92093,old
92131,none
92190,young
92257,young
92332,old
92335,old
92416,young
92543,young
92700,young
92738,old
92765,none
92768,old
92776,young
92894,old
92935,old
92985,young
93068,none
93089,old
93120,young
93175,young
93258,young
93261,old
93276,old
93333,old
93400,old
93434,young
93435,old
93437,old
93493,young
93511,old
93553,old
93620,old
93685,old
93686,young
93717,young
93725,young
93730,old
93746,old
93853,old
93946,young
93985,young
94012,old
94046,old
94174,young
94194,old
94271,old
94513,old
94577,old
94607,old
94619,young
94745,young
94746,old
94760,old
94774,old
94846,old
94865,old
94871,none
94922,old
94940,none
95039,old
95051,old
95106,old
95113,old
95249,old
95251,old
95295,old
95297,old
95319,old
95336,young
95417,young
95474,old
95677,old
95702,old
95770,old
95808,young
96043,young
96215,old
96226,old
96288,old
96306,old
96427,young
96493,young
96530,old
96539,old
96615,young
96711,old
96785,old
96825,old
96832,old
97006,young
97362,old
97423,old
97479,old
97580,old
97626,old
97646,none
97661,old
97682,none
97748,young
97800,young
97809,old
97865,old
97924,old
97946,old
97967,young
97988,young
98043,young
98095,old
98159,old
98242,none
98280,old
98283,none
98284,young
98350,old
98434,old
98514,none
98656,old
98658,old
98717,young
98801,young
99065,old
99067,old
99081,old
99119,young
99177,none
99179,old
99182,old
99218,young
99242,old
99260,old
99341,old
99348,young
99392,young
99410,young
99416,old
99477,old
99481,young
99515,old
99518,old
99583,young
99592,young
99615,young
99798,old
99810,young
99874,old
99965,none
100010,none
100111,young
100203,young
100231,old
100409,old
100428,old
100438,old
100539,old
100543,old
100553,young
100624,young
100801,old
100895,young
100896,old
100977,old
100990,old
101068,old
101172,old
101312,old
101414,young
101491,young
101622,old
101636,none
101656,old
101860,old
101913,old
101948,old
102159,none
102235,young
102330,old
102353,old
102355,old
102356,old
102439,none
102517,old
102532,old
102555,old
102577,old
102805,old
102820,young
102848,old
102872,old
102908,young
102928,young
103035,old
103114,old
103163,old
103227,young
103413,young
103431,young
103462,old
103485,young
103496,young
103509,young
103522,young
103536,old
103558,old
103579,young
103692,young
103697,young
103705,old
103723,none
103815,old
103837,old
103870,old
103873,old
103904,old
104091,young
104166,old
104176,old
104221,old
104340,old
104393,old
104406,young
104422,old
104424,old
104470,old
104486,old
104495,none
104563,young
104585,old
104625,none
104647,old
104715,old
104747,old
104796,old
104980,old
105264,young
105349,young
105448,young
105480,old
105482,old
105647,old
105668,old
105783,none
105945,young
105961,old
105974,old
105996,young
106073,old
106096,old
106172,old
106206,young
106244,old
106272,young
106331,old
106344,old
106375,old
106411,old
106470,young
106484,old
106508,old
106575,old
106757,old
106793,young
106810,old
106849,old
107004,young
107094,old
107105,old
107205,old
107226,old
107227,old
107234,old
107304,old
107360,old
107367,young
107389,old
107430,old
107558,old
107596,young
114414,old
116377,young
119308,young
125051,old
126064,old
139248,young
148570,young
149571,young
149780,young
151781,old
152245,old
153013,young
153717,old
153896,old
154090,old
156620,old
157653,old
159377,old
160726,old
162530,old
169076,young
169500,old
169802,young
170173,old
170178,old
171805,young
174871,young
177065,young
178606,old
181591,old
185305,young
185925,young
186036,old
186497,old
189365,old
191693,old
192670,young
192810,young
192858,young
195086,young
195275,old
196815,old
197369,old
198004,old
200267,young
201426,young
203119,old
205105,old
205594,old
207108,young
209290,young
210915,old
211163,old
213904,old
214247,young
214961,young
216852,young
218017,old
218997,young
219525,old
221044,old
221132,old
222118,old
222430,old
223241,old
224358,old
226147,young
226761,young
229553,old
233405,young
234349,young
234902,old
236505,young
245432,old
246005,old
246562,young
246576,young
257046,young
257370,old
257656,old
258132,old
260802,old
260994,old
261787,old
264222,young
265227,old
265374,old
266107,old
266151,old
267684,young
268044,old
268620,young
270677,young
273637,old
274870,old
275268,young
277533,old
278966,old
281220,old
282251,old
282680,young
284015,old
285844,young
294373,old
295440,old
300791,old
301106,none
301541,old
302067,old
303814,old
304180,young
306716,old
311922,young
314729,old
315908,young
319743,old
320461,none
321804,young
324962,young
325228,young
326063,old
327864,old
328940,young
335585,old
336182,old
339022,young
341681,old
345029,young
348059,old
348263,old
349430,young
355256,old
359801,young
360208,young
360400,old
360600,young
363163,young
364188,young
367095,old
369840,old
370561,young
371529,old
371948,old
381262,young
381527,old
385514,none
385779,young
388464,old
390435,young
392632,old
393674,old
399545,young
400062,young
401132,young
402588,old
404923,old
405191,young
405368,young
408039,young
408989,old
411484,old
412338,old
413432,old
414578,old
414698,old
416911,old
417980,old
419444,old
420347,old
421361,old
427181,young
429580,old
431136,young
431545,young
432106,none
435823,young
437332,young
437651,old
440184,old
441518,young
442962,young
443313,old
445597,old
445944,old
447787,old
448535,old
449454,young
450674,old
451714,old
454457,young
459301,old
459400,young
459884,old
461063,young
461751,young
464089,old
465549,old
466561,old
473002,old
474095,old
475191,young
477016,young
483965,old
487659,old
493022,old
493442,old
496575,old
497444,old
498997,old
499095,young
501242,young
501919,old
503293,old
506178,old
507187,old
510182,old
512151,old
512657,young
515403,old
515742,young
516341,young
517133,old
517855,young
519631,old
520237,old
520530,old
521259,old
523217,old
524282,old
532812,old
533106,old
534275,old
537860,old
546717,old
549297,young
550601,old
552545,old
553436,young
553954,old
555131,young
557556,old
564058,old
566908,old
566941,old
571598,old
571718,old
574411,old
575882,old
576084,old
579438,young
581040,old
